0.383236	1.99432	11.035	7.91141	0.05296	-0.0508631	-0.00249056	0.49883	0	2	1	0	1	0
0.332194	2.93407	10.706	7.96357	2.03818	-0.00793378	0.011592	0.999901	1	3	1	0	2	0
0.306952	2.51652	10.6827	7.99758	4.97196	-0.016562	0.0139162	0.999766	2	4	1	0	3	0
0.298217	2.61363	10.641	8.0326	7.48788	-0.0306832	-0.00422136	0.99952	3	5	1	0	4	0
0.276241	2.59319	10.5608	8.02157	10.1003	-0.0558783	-0.0133893	0.998348	4	6	1	0	5	0
0.269007	2.26531	10.4159	7.98684	12.6892	-0.0747546	-0.0159074	0.997075	5	7	1	0	6	0
0.271567	2.54477	10.2466	7.95081	14.9478	-0.0488123	0.0147591	0.998699	6	8	1	0	7	0
0.262113	2.28226	10.1224	7.98837	17.4893	0.0239056	0.0996374	0.994737	7	9	1	0	8	0
0.261901	2.05638	10.1769	8.21577	19.7595	-0.275799	0.159625	0.947869	8	10	1	0	9	0
0.16399	1.32016	9.60976	8.54402	21.7087	-0.217589	-0.317258	0.92304	9	11	1	0	10	0
0.155349	1.2541	9.32251	8.12519	22.9273	-0.0612408	0.00283874	0.998119	10	12	1	0	11	0
0.136417	1.37392	9.24571	8.12875	24.179	0.432498	-0.0828299	0.897822	11	13	1	0	12	0
0.132795	1.14124	9.83993	8.01494	25.4126	-0.239168	0.339292	0.909769	12	14	1	0	13	0
0.133068	1.33705	9.56698	8.40216	26.4508	-0.338937	-0.568658	0.7495	13	15	1	0	14	0
0.0951433	1.15747	9.1138	7.64184	27.4529	-0.0759143	-0.25924	0.962825	14	16	1	0	15	0
0.0896662	1.20255	9.02594	7.34177	28.5674	-0.384488	0.615031	0.688408	15	17	1	0	16	0
0.0704365	1.18417	8.56357	8.08138	29.3952	-0.275074	-0.000457438	0.961423	16	18	1	0	17	0
0.0531883	1.16811	8.23784	8.08084	30.5337	0.0463892	0.608096	0.792507	17	0	1	0	18	0
0.164814	1.06707	10.1998	8.07682	20.2413	0.40421	-0.219848	0.81641	9	20	2	1	1	0
0.16322	1.03975	10.6668	7.83273	21.1689	0.499594	-0.157507	0.85182	19	21	2	1	2	0
0.166495	1.14708	11.1863	7.66896	22.0545	0.47702	-0.126489	0.869742	20	22	2	1	3	0
0.137964	0.916282	11.7334	7.52387	23.0522	0.423068	-0.0700162	0.903389	21	23	2	1	4	0
0.116807	1.07965	12.1211	7.45971	23.88	0.256615	0.0402033	0.965677	22	24	2	1	5	0
0.13488	0.886158	12.3982	7.50312	24.9225	0.879707	-0.425448	0.212388	23	25	2	1	6	0
0.117736	0.668327	13.1777	7.12611	25.1108	0.0640276	-0.726034	-0.684672	24	26	2	1	7	0
0.131684	0.487164	13.2205	6.64088	24.6532	0.51902	-0.68518	-0.511025	25	27	2	1	8	0
0.113732	1.04801	13.4733	6.30708	24.4042	0.951529	-0.306041	-0.0305335	26	28	2	1	9	0
0.0947442	0.640453	14.4706	5.98635	24.3722	0.883724	-0.435288	-0.171918	27	29	2	1	10	0
0.112336	0.815644	15.0365	5.70757	24.2621	0.95405	-0.257721	-0.152865	28	30	2	1	11	0
0.0972173	0.848957	15.8147	5.49736	24.1374	0.583172	0.0163026	-0.812185	29	31	2	1	12	0
0.0795887	0.992479	16.3098	5.5112	23.4479	0.691979	-0.646385	-0.321483	30	32	2	1	13	0
0.057566	1.26182	16.9966	4.86967	23.1289	-0.353534	-0.592449	0.72389	31	0	2	1	14	0
0.1433	1.50594	9.79915	8.73578	21.581	0.7119	0.369247	0.597373	9	34	3	1	1	0
0.136854	0.94639	10.8712	9.29184	22.4806	0.79534	0.250087	0.552169	33	35	3	1	2	0
0.103202	0.660633	11.6239	9.52852	23.0032	0.616651	-0.303158	0.726523	34	36	3	1	3	0
0.121827	0.690514	12.0313	9.32824	23.4831	0.359642	-0.0161935	0.93295	35	37	3	1	4	0
0.108626	0.949762	12.2796	9.31706	24.1273	-0.0868503	0.233032	0.968583	36	38	3	1	5	0
0.10515	0.731812	12.1972	9.53839	25.0473	-0.0238206	0.35446	0.934768	37	39	3	1	6	0
0.109705	0.818436	12.1797	9.79778	25.7313	-0.0214194	0.560965	0.827562	38	40	3	1	7	0
0.102565	0.799372	12.1622	10.2569	26.4086	0.608651	0.589531	0.531034	39	41	3	1	8	0
0.0783946	1.0151	12.6487	10.7282	26.8331	0.622622	-0.0731165	0.779099	40	42	3	1	9	0
