0.381358	2.02983	11.0189	7.91121	0.0454296	-0.0406376	0.00371112	0.490958	0	2	1	0	1	0
0.330182	3.06971	10.7091	7.96882	2.06883	-0.0102932	0.00875818	0.999909	1	3	1	0	2	0
0.307969	2.59494	10.6775	7.99571	5.13826	-0.017096	0.0145822	0.999748	2	4	1	0	3	0
0.295579	2.5547	10.6332	8.03355	7.73254	-0.0321073	-0.00598328	0.999467	3	5	1	0	4	0
0.276995	2.49526	10.5511	8.01826	10.2859	-0.0548446	-0.0153245	0.998377	4	6	1	0	5	0
0.271319	2.38245	10.4143	7.98002	12.7771	-0.0806358	-0.01849	0.996572	5	7	1	0	6	0
0.270147	2.38879	10.2222	7.93597	15.1514	-0.037143	0.0281091	0.998915	6	8	1	0	7	0
0.264764	2.46142	10.1335	8.00312	17.5376	0.00204186	0.110948	0.993824	7	9	1	0	8	0
0.251605	1.86736	10.1385	8.27621	19.9838	-0.280922	0.121173	0.95205	8	10	1	0	9	0
0.163522	1.48989	9.61389	8.50248	21.7616	-0.211625	-0.286775	0.934331	9	11	1	0	10	0
0.149934	1.32893	9.2986	8.07522	23.1537	0.11107	-0.0619123	0.991882	10	12	1	0	11	0
0.132112	1.38266	9.4462	7.99294	24.4718	0.357765	0.114751	0.926734	11	13	1	0	12	0
0.139174	1.3107	9.94087	8.1516	25.7532	-0.500009	0.0313089	0.865454	12	14	1	0	13	0
0.120058	1.12274	9.28551	8.19264	26.8875	-0.0863574	-0.643635	0.760445	13	15	1	0	14	0
0.094311	1.11532	9.18855	7.47	27.7413	-0.313683	-0.000113297	0.949528	14	16	1	0	15	0
0.0784717	1.37779	8.83869	7.46988	28.8003	-0.383151	0.712955	0.587274	15	17	1	0	16	0
0.0571318	1.43525	8.31079	8.45218	29.6095	-0.068307	-0.0494689	0.996437	16	0	1	0	17	0
0.161565	1.43584	10.1994	8.08696	20.2376	0.413535	-0.216688	0.884327	9	19	3	1	1	0
0.167621	1.01936	10.7932	7.77584	21.5073	0.559853	-0.178634	0.809107	18	20	3	1	2	0
0.163347	1.08624	11.3639	7.59374	22.3321	0.336946	0.00968914	0.941474	19	21	3	1	3	0
0.135575	1.03119	11.7299	7.60427	23.3547	0.00589299	-0.34676	0.937936	20	22	3	1	4	0
0.128534	0.738679	11.736	7.24669	24.3219	0.229494	-0.350208	0.908123	21	23	3	1	5	0
0.0867047	0.789475	11.9055	6.988	24.9928	0.515228	-0.563754	0.64554	22	24	3	1	6	0
0.0753655	0.607617	12.3123	6.54293	25.5024	0.571542	-0.654271	0.495247	23	25	3	1	7	0
0.0659727	0.842504	12.6595	6.14538	25.8033	0.531703	-0.762946	0.367703	24	26	3	1	8	0
