Branching2ID,PlotID,TreeID,NodeID,Parent_Node,Diameter_base,Diameter_top,Length,branch_order
40,T02,GUY02_000,2,1,50,29.6,18.3,0
41,T02,GUY02_000,4,2,31.3,24.7,5.2,1
42,T02,GUY02_000,6,5,14.9,10,5.4,3
43,T02,GUY02_000,5,4,24.7,10,6.3,2
44,T02,GUY02_000,3,2,21.7,10,5.4,1
45,T02,GUY02_000,7,2,29.6,24.7,1,1
46,T02,GUY02_000,8,7,10.6,10,2.1,2
47,T02,GUY02_000,9,7,24.7,20,3.9,2
48,T02,GUY02_000,10,9,10.8,10,1.5,3
49,T02,GUY02_000,11,9,20,10,1.7,3
